"x","y","year","season","pres"
914.0625,1023.4375,12,"Spring",1
931.481481481482,1022.22222222222,13,"Spring",1
1752.81690140845,435.915492957746,13,"Spring",1
1731.25,443.75,14,"Spring",1
969.148936170213,1028.72340425532,14,"Spring",1
1410,283.333333333333,15,"Spring",1
1828.57142857143,228.571428571429,15,"Spring",1
685.294117647059,1020.58823529412,15,"Spring",1
2086.84210526316,539.473684210526,15,"Spring",1
840,650,15,"Spring",1
1212.5,1037.5,15,"Spring",1
1619.23076923077,719.230769230769,15,"Spring",1
1131.81818181818,1368.18181818182,15,"Spring",1
2487.5,593.75,1,"Spring",1
2212.5,856.25,1,"Spring",1
2150,250,1,"Spring",1
1826.47058823529,244.117647058824,1,"Spring",1
1914.70588235294,702.941176470588,1,"Spring",1
2478.57142857143,214.285714285714,1,"Spring",1
2015,830,1,"Spring",1
2455.55555555556,683.333333333333,1,"Spring",1
2410,220,1,"Spring",1
1911.90476190476,278.571428571429,1,"Spring",1
2460.52631578947,234.210526315789,2,"Spring",1
1935,225,2,"Spring",1
1997.36842105263,828.947368421053,2,"Spring",1
2438.23529411765,720.588235294118,2,"Spring",1
2241.66666666667,763.888888888889,3,"Spring",1
2133.78378378378,247.297297297297,3,"Spring",1
2193.24324324324,768.918918918919,3,"Spring",1
2182.5,237.5,3,"Spring",1
1992.85714285714,878.571428571429,4,"Spring",1
2416.66666666667,133.333333333333,4,"Spring",1
2380,830,4,"Spring",1
2016.66666666667,438.888888888889,4,"Spring",1
1812.5,112.5,4,"Spring",1
2583.33333333333,516.666666666667,4,"Spring",1
2194.11764705882,782.352941176471,5,"Spring",1
2186.36363636364,234.848484848485,5,"Spring",1
2183.33333333333,900,7,"Spring",1
2030,410,7,"Spring",1
1866.66666666667,850,7,"Spring",1
2465.38461538462,173.076923076923,7,"Spring",1
1875,87.5,7,"Spring",1
2533.33333333333,658.333333333333,7,"Spring",1
2445.2380952381,250,8,"Spring",1
1927.27272727273,231.818181818182,8,"Spring",1
1986.36363636364,781.818181818182,8,"Spring",1
2423.68421052632,723.684210526316,8,"Spring",1
2566.66666666667,433.333333333333,8,"Spring",1
2396.15384615385,788.461538461538,8,"Spring",1
1981.25,856.25,8,"Spring",1
2016.66666666667,438.888888888889,8,"Spring",1
1840.90909090909,131.818181818182,8,"Spring",1
2358.33333333333,125,8,"Spring",1
1940.90909090909,227.272727272727,9,"Spring",1
2450,250,9,"Spring",1
2423.68421052632,723.684210526316,9,"Spring",1
1993.47826086957,780.434782608696,9,"Spring",1
2035,835,9,"Spring",1
2507.14285714286,692.857142857143,9,"Spring",1
1892.85714285714,242.857142857143,9,"Spring",1
2442.85714285714,164.285714285714,9,"Spring",1
1996.66666666667,870,10,"Spring",1
2383.33333333333,800,10,"Spring",1
2565.38461538462,450,10,"Spring",1
2358.33333333333,125,10,"Spring",1
1850,140.909090909091,10,"Spring",1
2050,450,10,"Spring",1
1923.91304347826,289.130434782609,10,"Spring",1
2426.47058823529,191.176470588235,10,"Spring",1
2060,855,10,"Spring",1
2485.29411764706,638.235294117647,10,"Spring",1
2570,410,12,"Spring",1
2012.5,875,12,"Spring",1
2426.92307692308,765.384615384615,12,"Spring",1
2019.23076923077,450,12,"Spring",1
1850,120,12,"Spring",1
2358.33333333333,125,12,"Spring",1
2230,745,13,"Spring",1
2122.09302325581,240.697674418605,13,"Spring",1
2180.95238095238,245.238095238095,13,"Spring",1
2206.75675675676,766.216216216216,13,"Spring",1
2182.5,237.5,14,"Spring",1
2193.24324324324,768.918918918919,14,"Spring",1
2177.08333333333,256.25,15,"Spring",1
2180.23255813953,740.697674418605,15,"Spring",1
775,650,1,"Spring",1
683.333333333333,450,1,"Spring",1
987.5,912.5,1,"Spring",1
496.153846153846,1319.23076923077,1,"Spring",1
150,1300,1,"Spring",1
675,987.5,1,"Spring",1
450,578.571428571429,1,"Spring",1
192.857142857143,935.714285714286,1,"Spring",1
164.285714285714,678.571428571429,1,"Spring",1
1050,1333.33333333333,1,"Spring",1
166.666666666667,1333.33333333333,2,"Spring",1
1078.57142857143,1271.42857142857,2,"Spring",1
733.333333333333,566.666666666667,2,"Spring",1
966.666666666667,800,2,"Spring",1
675,1400,2,"Spring",1
416.666666666667,600,2,"Spring",1
122.727272727273,822.727272727273,2,"Spring",1
550,1050,2,"Spring",1
754.545454545455,631.818181818182,2,"Spring",1
244.736842105263,713.157894736842,2,"Spring",1
250,1300,2,"Spring",1
980.434782608696,1271.73913043478,2,"Spring",1
255.882352941176,744.117647058824,3,"Spring",1
930,1270,3,"Spring",1
728.947368421053,607.894736842105,3,"Spring",1
297.368421052632,1265.78947368421,3,"Spring",1
570,1050,3,"Spring",1
985.294117647059,1338.23529411765,3,"Spring",1
650,571.052631578947,3,"Spring",1
206.25,743.75,3,"Spring",1
203.333333333333,1330,3,"Spring",1
1000,862.5,3,"Spring",1
525,541.666666666667,4,"Spring",1
135.714285714286,692.857142857143,4,"Spring",1
650,1316.66666666667,4,"Spring",1
1100,1310,4,"Spring",1
861.111111111111,616.666666666667,4,"Spring",1
150,1392.85714285714,4,"Spring",1
635.714285714286,1335.71428571429,4,"Spring",1
650,537.5,4,"Spring",1
137.5,1362.5,4,"Spring",1
1025,825,4,"Spring",1
177.272727272727,704.545454545455,4,"Spring",1
1090,1330,4,"Spring",1
268.75,706.25,5,"Spring",1
950,1283.33333333333,5,"Spring",1
744.117647058824,597.058823529412,5,"Spring",1
292.857142857143,1300,5,"Spring",1
572.727272727273,1077.27272727273,5,"Spring",1
187.5,1400,5,"Spring",1
1035.71428571429,1314.28571428571,5,"Spring",1
525,541.666666666667,5,"Spring",1
135.714285714286,692.857142857143,5,"Spring",1
861.111111111111,616.666666666667,5,"Spring",1
465.151515151515,653.030303030303,6,"Spring",1
710,1310,6,"Spring",1
740,530,7,"Spring",1
70,1310,7,"Spring",1
983.333333333333,750,7,"Spring",1
750,1450,7,"Spring",1
1110,1290,7,"Spring",1
300,1450,7,"Spring",1
138.888888888889,727.777777777778,7,"Spring",1
462.5,562.5,7,"Spring",1
187.5,1400,7,"Spring",1
564.285714285714,1057.14285714286,7,"Spring",1
625,512.5,7,"Spring",1
1170,1210,7,"Spring",1
850,607.142857142857,7,"Spring",1
966.666666666667,1433.33333333333,7,"Spring",1
364.285714285714,578.571428571429,7,"Spring",1
90,730,7,"Spring",1
710.714285714286,653.571428571429,8,"Spring",1
942.857142857143,1242.85714285714,8,"Spring",1
216.666666666667,797.619047619048,8,"Spring",1
297.826086956522,1289.13043478261,8,"Spring",1
300,662.5,8,"Spring",1
130,1320,8,"Spring",1
930,1390,8,"Spring",1
470,1430,8,"Spring",1
887.5,737.5,8,"Spring",1
735.714285714286,478.571428571429,8,"Spring",1
1116.66666666667,1161.11111111111,8,"Spring",1
105.555555555556,850,8,"Spring",1
600,900,8,"Spring",1
521.428571428571,564.285714285714,8,"Spring",1
531.818181818182,659.090909090909,9,"Spring",1
371.052631578947,1244.73684210526,9,"Spring",1
120,1290,9,"Spring",1
687.5,525,9,"Spring",1
650,1450,9,"Spring",1
235.714285714286,642.857142857143,9,"Spring",1
250,1412.5,10,"Spring",1
750,550,10,"Spring",1
70,1210,10,"Spring",1
870,730,10,"Spring",1
290,620,10,"Spring",1
550,475,10,"Spring",1
730,1430,10,"Spring",1
700,1050,10,"Spring",1
83.3333333333333,800,10,"Spring",1
478.571428571429,1050,10,"Spring",1
484.48275862069,574.137931034483,11,"Spring",1
330,1343.33333333333,11,"Spring",1
710,1030,11,"Spring",1
800,1450,11,"Spring",1
550,1125,11,"Spring",1
583.333333333333,583.333333333333,11,"Spring",1
90,730,11,"Spring",1
800,450,11,"Spring",1
250,1450,11,"Spring",1
75,1350,11,"Spring",1
450,1000,11,"Spring",1
410,530,11,"Spring",1
716.666666666667,616.666666666667,11,"Spring",1
300,650,11,"Spring",1
600,400,11,"Spring",1
200,550,11,"Spring",1
900,650,11,"Spring",1
850,550,11,"Spring",1
419.230769230769,1229.48717948718,13,"Spring",1
509.090909090909,659.090909090909,13,"Spring",1
75,1175,13,"Spring",1
900,725,13,"Spring",1
570,610,13,"Spring",1
733.333333333333,1033.33333333333,13,"Spring",1
450,1450,13,"Spring",1
470,450,13,"Spring",1
783.333333333333,583.333333333333,13,"Spring",1
262.5,637.5,13,"Spring",1
566.666666666667,1166.66666666667,13,"Spring",1
83.3333333333333,800,13,"Spring",1
775,1425,13,"Spring",1
416.666666666667,1016.66666666667,13,"Spring",1
725,425,13,"Spring",1
150,1400,13,"Spring",1
620.588235294118,1202.94117647059,14,"Spring",1
223.684210526316,713.157894736842,14,"Spring",1
697.619047619048,573.809523809524,14,"Spring",1
157.692307692308,1311.53846153846,14,"Spring",1
529.166666666667,679.166666666667,15,"Spring",1
448,1218,15,"Spring",1
116.666666666667,1383.33333333333,15,"Spring",1
759.090909090909,540.909090909091,15,"Spring",1
430,1330,15,"Spring",1
750,978.571428571429,15,"Spring",1
440.909090909091,531.818181818182,15,"Spring",1
121.428571428571,692.857142857143,15,"Spring",1
533.333333333333,916.666666666667,15,"Spring",1
800,1450,15,"Spring",1
337.5,1062.5,15,"Spring",1
700,1183.33333333333,15,"Spring",1
814,802,1,"Summer",1
1115.21739130435,1241.30434782609,1,"Summer",1
1979.03225806452,566.129032258065,1,"Summer",1
1514.51612903226,333.870967741935,1,"Summer",1
960.204081632653,1029.59183673469,2,"Summer",1
1747.01492537313,444.029850746269,2,"Summer",1
961.904761904762,1045.2380952381,3,"Summer",1
1745.2380952381,448.412698412698,3,"Summer",1
842.857142857143,735.714285714286,4,"Summer",1
1890.90909090909,631.818181818182,4,"Summer",1
1155.26315789474,1255.26315789474,4,"Summer",1
1503.84615384615,288.461538461538,4,"Summer",1
1688.46153846154,450,4,"Summer",1
1023.52941176471,1041.17647058824,4,"Summer",1
1938.88888888889,620.37037037037,5,"Summer",1
1150,1255,5,"Summer",1
797.368421052632,818.421052631579,5,"Summer",1
1520,310,5,"Summer",1
943.333333333333,1038.88888888889,5,"Summer",1
1738.13559322034,444.915254237288,5,"Summer",1
1131.81818181818,1254.54545454545,6,"Summer",1
1953.84615384615,561.538461538462,6,"Summer",1
870,730,6,"Summer",1
1508.06451612903,337.096774193548,6,"Summer",1
1423.33333333333,270,7,"Summer",1
883.333333333333,683.333333333333,7,"Summer",1
2027.77777777778,683.333333333333,7,"Summer",1
1827.77777777778,150,7,"Summer",1
1550,688.461538461538,7,"Summer",1
1150,1255,7,"Summer",1
1484.61538461538,334.615384615385,7,"Summer",1
761.111111111111,822.222222222222,7,"Summer",1
1969.23076923077,557.692307692308,7,"Summer",1
1165.78947368421,1228.94736842105,7,"Summer",1
1754.22535211268,450,8,"Summer",1
951.851851851852,1022.22222222222,8,"Summer",1
1483.33333333333,590,8,"Summer",1
1928.57142857143,750,8,"Summer",1
1118,1234,8,"Summer",1
1527.77777777778,200,8,"Summer",1
1996.15384615385,273.076923076923,8,"Summer",1
818.421052631579,744.736842105263,8,"Summer",1
883.333333333333,683.333333333333,9,"Summer",1
1150,1255,9,"Summer",1
1879.16666666667,662.5,9,"Summer",1
1522.41379310345,287.931034482759,9,"Summer",1
1128.26086956522,1245.65217391304,10,"Summer",1
1979.62962962963,564.814814814815,10,"Summer",1
1525.75757575758,337.878787878788,10,"Summer",1
834.210526315789,786.842105263158,10,"Summer",1
857.692307692308,711.538461538462,11,"Summer",1
1550,688.461538461538,11,"Summer",1
2016.66666666667,583.333333333333,11,"Summer",1
1414.28571428571,285.714285714286,11,"Summer",1
1750,87.5,11,"Summer",1
1150,1255,11,"Summer",1
1166.66666666667,1250,11,"Summer",1
1484.61538461538,334.615384615385,11,"Summer",1
1958,558,11,"Summer",1
781.578947368421,823.684210526316,11,"Summer",1
914.0625,1023.4375,12,"Summer",1
1780,446.25,12,"Summer",1
1752.81690140845,435.915492957746,13,"Summer",1
931.481481481482,1022.22222222222,13,"Summer",1
969.148936170213,1028.72340425532,14,"Summer",1
1731.25,443.75,14,"Summer",1
1822.72727272727,750,15,"Summer",1
1078.57142857143,792.857142857143,15,"Summer",1
1162.5,1287.5,15,"Summer",1
1403.84615384615,534.615384615385,15,"Summer",1
680,710,15,"Summer",1
1626.47058823529,167.647058823529,15,"Summer",1
711.538461538462,1073.07692307692,15,"Summer",1
2075,450,15,"Summer",1
2125,893.75,1,"Summer",1
1892.10526315789,181.578947368421,1,"Summer",1
2173.07692307692,465.384615384615,1,"Summer",1
2438.23529411765,202.941176470588,1,"Summer",1
1864.28571428571,621.428571428571,1,"Summer",1
2500,631.25,1,"Summer",1
1980,795,1,"Summer",1
1900,222.222222222222,1,"Summer",1
2416.66666666667,733.333333333333,1,"Summer",1
2415.21739130435,263.04347826087,1,"Summer",1
1935,225,2,"Summer",1
2450,712.5,2,"Summer",1
2010,830,2,"Summer",1
2460.52631578947,234.210526315789,2,"Summer",1
2202.77777777778,769.444444444444,3,"Summer",1
2171.62162162162,241.891891891892,3,"Summer",1
2182.5,237.5,3,"Summer",1
2193.24324324324,768.918918918919,3,"Summer",1
1812.5,112.5,4,"Summer",1
2016.66666666667,438.888888888889,4,"Summer",1
2395.45454545455,122.727272727273,4,"Summer",1
2386.36363636364,813.636363636364,4,"Summer",1
2605.55555555556,472.222222222222,4,"Summer",1
1992.85714285714,878.571428571429,4,"Summer",1
2186.36363636364,234.848484848485,5,"Summer",1
2194.11764705882,782.352941176471,5,"Summer",1
2600,400,7,"Summer",1
2014.28571428571,892.857142857143,7,"Summer",1
2030,410,7,"Summer",1
2433.33333333333,775,7,"Summer",1
2380,110,7,"Summer",1
1835.71428571429,92.8571428571429,7,"Summer",1
2445.2380952381,250,8,"Summer",1
1927.27272727273,231.818181818182,8,"Summer",1
1986.36363636364,781.818181818182,8,"Summer",1
2423.68421052632,723.684210526316,8,"Summer",1
2566.66666666667,466.666666666667,8,"Summer",1
1840.90909090909,131.818181818182,8,"Summer",1
1990,460,8,"Summer",1
2383.33333333333,800,8,"Summer",1
1996.66666666667,870,8,"Summer",1
2373.07692307692,134.615384615385,8,"Summer",1
2423.68421052632,723.684210526316,9,"Summer",1
1940.90909090909,227.272727272727,9,"Summer",1
2450,250,9,"Summer",1
1993.47826086957,780.434782608696,9,"Summer",1
1910,230,9,"Summer",1
2465.38461538462,173.076923076923,9,"Summer",1
2507.14285714286,692.857142857143,9,"Summer",1
2035,835,9,"Summer",1
2358.33333333333,125,10,"Summer",1
1850,140.909090909091,10,"Summer",1
2050,450,10,"Summer",1
2012.5,875,10,"Summer",1
2559.09090909091,413.636363636364,10,"Summer",1
2426.92307692308,765.384615384615,10,"Summer",1
2450,250,10,"Summer",1
2432.35294117647,714.705882352941,10,"Summer",1
1933.33333333333,279.166666666667,10,"Summer",1
2012.5,875,10,"Summer",1
2033.33333333333,458.333333333333,12,"Summer",1
2575,450,12,"Summer",1
1996.66666666667,870,12,"Summer",1
2383.33333333333,800,12,"Summer",1
1850,140.909090909091,12,"Summer",1
2358.33333333333,125,12,"Summer",1
2237.17948717949,750,13,"Summer",1
2118.18181818182,247.727272727273,13,"Summer",1
2180.95238095238,245.238095238095,13,"Summer",1
2206.75675675676,766.216216216216,13,"Summer",1
2182.5,237.5,14,"Summer",1
2193.24324324324,768.918918918919,14,"Summer",1
2177.08333333333,256.25,15,"Summer",1
2180.23255813953,740.697674418605,15,"Summer",1
1068.18181818182,1322.72727272727,1,"Summer",1
437.5,1200,1,"Summer",1
812.5,587.5,1,"Summer",1
170,1360,1,"Summer",1
150,1066.66666666667,1,"Summer",1
675,987.5,1,"Summer",1
633.333333333333,1433.33333333333,1,"Summer",1
987.5,912.5,1,"Summer",1
186.363636363636,722.727272727273,1,"Summer",1
550,550,1,"Summer",1
416.666666666667,600,2,"Summer",1
675,1400,2,"Summer",1
966.666666666667,800,2,"Summer",1
122.727272727273,822.727272727273,2,"Summer",1
733.333333333333,566.666666666667,2,"Summer",1
166.666666666667,1333.33333333333,2,"Summer",1
1078.57142857143,1271.42857142857,2,"Summer",1
550,1050,2,"Summer",1
980.434782608696,1271.73913043478,2,"Summer",1
250,1300,2,"Summer",1
754.545454545455,631.818181818182,2,"Summer",1
244.736842105263,713.157894736842,2,"Summer",1
1002.94117647059,1255.88235294118,3,"Summer",1
232.352941176471,773.529411764706,3,"Summer",1
372.727272727273,1268.18181818182,3,"Summer",1
697.368421052632,592.105263157895,3,"Summer",1
570,1050,3,"Summer",1
214.285714285714,1350,3,"Summer",1
997.368421052632,1307.89473684211,3,"Summer",1
157.142857142857,785.714285714286,3,"Summer",1
895.454545454545,713.636363636364,3,"Summer",1
555.882352941176,573.529411764706,3,"Summer",1
610,1290,4,"Summer",1
150,1392.85714285714,4,"Summer",1
525,541.666666666667,4,"Summer",1
861.111111111111,616.666666666667,4,"Summer",1
1077.27272727273,1322.72727272727,4,"Summer",1
135.714285714286,692.857142857143,4,"Summer",1
177.272727272727,704.545454545455,4,"Summer",1
210,1380,4,"Summer",1
636.666666666667,530,4,"Summer",1
1150,1216.66666666667,4,"Summer",1
925,1425,4,"Summer",1
833.333333333333,833.333333333333,4,"Summer",1
268.75,706.25,5,"Summer",1
292.857142857143,1300,5,"Summer",1
744.117647058824,597.058823529412,5,"Summer",1
950,1283.33333333333,5,"Summer",1
861.111111111111,616.666666666667,5,"Summer",1
1010,1323.33333333333,5,"Summer",1
162.5,687.5,5,"Summer",1
187.5,1400,5,"Summer",1
540.909090909091,531.818181818182,5,"Summer",1
569.047619047619,1059.52380952381,5,"Summer",1
710,1310,6,"Summer",1
465.151515151515,653.030303030303,6,"Summer",1
364.285714285714,578.571428571429,7,"Summer",1
668.181818181818,522.727272727273,7,"Summer",1
500,1450,7,"Summer",1
930,690,7,"Summer",1
107.142857142857,1350,7,"Summer",1
107.142857142857,764.285714285714,7,"Summer",1
910,1430,7,"Summer",1
1137.5,1262.5,7,"Summer",1
816.666666666667,594.444444444444,7,"Summer",1
1150,1264.28571428571,7,"Summer",1
462.5,1062.5,7,"Summer",1
187.5,1400,7,"Summer",1
900,1450,7,"Summer",1
700,1050,7,"Summer",1
135.714285714286,692.857142857143,7,"Summer",1
513.636363636364,531.818181818182,7,"Summer",1
282,1270,8,"Summer",1
742,666,8,"Summer",1
942.857142857143,1242.85714285714,8,"Summer",1
259.090909090909,740.909090909091,8,"Summer",1
90,1170,8,"Summer",1
404.545454545455,631.818181818182,8,"Summer",1
925,775,8,"Summer",1
130,800,8,"Summer",1
200,1400,8,"Summer",1
630,1430,8,"Summer",1
1121.42857142857,1164.28571428571,8,"Summer",1
691.666666666667,533.333333333333,8,"Summer",1
994.444444444444,1383.33333333333,8,"Summer",1
600,1050,8,"Summer",1
371.052631578947,1244.73684210526,9,"Summer",1
531.818181818182,659.090909090909,9,"Summer",1
100,1312.5,9,"Summer",1
661.111111111111,533.333333333333,9,"Summer",1
600,1450,9,"Summer",1
188.461538461538,673.076923076923,9,"Summer",1
250,566.666666666667,10,"Summer",1
820,650,10,"Summer",1
600,450,10,"Summer",1
127.777777777778,1338.88888888889,10,"Summer",1
478.571428571429,1050,10,"Summer",1
700,1050,10,"Summer",1
78.5714285714286,835.714285714286,10,"Summer",1
775,1425,10,"Summer",1
425,1425,10,"Summer",1
400,666.666666666667,10,"Summer",1
484.48275862069,574.137931034483,11,"Summer",1
330,1343.33333333333,11,"Summer",1
600,600,11,"Summer",1
700,1050,11,"Summer",1
683.333333333333,416.666666666667,11,"Summer",1
250,1450,11,"Summer",1
516.666666666667,983.333333333333,11,"Summer",1
110,670,11,"Summer",1
810,570,11,"Summer",1
350,650,11,"Summer",1
450,1100,11,"Summer",1
800,1450,11,"Summer",1
75,1350,11,"Summer",1
950,650,11,"Summer",1
50,850,11,"Summer",1
400,450,11,"Summer",1
550,400,11,"Summer",1
350,550,11,"Summer",1
419.230769230769,1229.48717948718,13,"Summer",1
509.090909090909,659.090909090909,13,"Summer",1
790,970,13,"Summer",1
407.142857142857,607.142857142857,13,"Summer",1
850,1400,13,"Summer",1
183.333333333333,633.333333333333,13,"Summer",1
137.5,1362.5,13,"Summer",1
525,450,13,"Summer",1
850,616.666666666667,13,"Summer",1
700,1450,13,"Summer",1
621.428571428571,1150,13,"Summer",1
100,800,13,"Summer",1
683.333333333333,500,13,"Summer",1
450,1450,13,"Summer",1
421.428571428571,1035.71428571429,13,"Summer",1
50,1050,13,"Summer",1
620.588235294118,1202.94117647059,14,"Summer",1
223.684210526316,713.157894736842,14,"Summer",1
697.619047619048,573.809523809524,14,"Summer",1
157.692307692308,1311.53846153846,14,"Summer",1
529.166666666667,679.166666666667,15,"Summer",1
448,1218,15,"Summer",1
807.142857142857,592.857142857143,15,"Summer",1
350,1000,15,"Summer",1
437.5,562.5,15,"Summer",1
750,1264.28571428571,15,"Summer",1
686.363636363636,959.090909090909,15,"Summer",1
116.666666666667,1383.33333333333,15,"Summer",1
400,1450,15,"Summer",1
450,1200,15,"Summer",1
633.333333333333,433.333333333333,15,"Summer",1
137.5,675,15,"Summer",1
1115.21739130435,1241.30434782609,1,"Autumn",1
1514.51612903226,333.870967741935,1,"Autumn",1
1979.03225806452,566.129032258065,1,"Autumn",1
814,802,1,"Autumn",1
960.204081632653,1029.59183673469,2,"Autumn",1
1747.01492537313,444.029850746269,2,"Autumn",1
1745.2380952381,448.412698412698,3,"Autumn",1
961.904761904762,1045.2380952381,3,"Autumn",1
1155.26315789474,1255.26315789474,4,"Autumn",1
1503.84615384615,288.461538461538,4,"Autumn",1
1890.90909090909,631.818181818182,4,"Autumn",1
842.857142857143,735.714285714286,4,"Autumn",1
1023.52941176471,1041.17647058824,4,"Autumn",1
1688.46153846154,450,4,"Autumn",1
1520,310,5,"Autumn",1
1150,1255,5,"Autumn",1
797.368421052632,818.421052631579,5,"Autumn",1
1938.88888888889,620.37037037037,5,"Autumn",1
943.333333333333,1038.88888888889,5,"Autumn",1
1738.13559322034,444.915254237288,5,"Autumn",1
870,730,6,"Autumn",1
1131.81818181818,1254.54545454545,6,"Autumn",1
1938,606,6,"Autumn",1
1534.375,309.375,6,"Autumn",1
1975,287.5,7,"Autumn",1
1411.53846153846,550,7,"Autumn",1
1150,1255,7,"Autumn",1
883.333333333333,683.333333333333,7,"Autumn",1
1535.71428571429,171.428571428571,7,"Autumn",1
1868.18181818182,786.363636363636,7,"Autumn",1
1969.23076923077,557.692307692308,7,"Autumn",1
1484.61538461538,334.615384615385,7,"Autumn",1
761.111111111111,822.222222222222,7,"Autumn",1
1165.78947368421,1228.94736842105,7,"Autumn",1
1754.22535211268,450,8,"Autumn",1
951.851851851852,1022.22222222222,8,"Autumn",1
1504.54545454545,245.454545454545,8,"Autumn",1
1118,1234,8,"Autumn",1
2010,740,8,"Autumn",1
818.421052631579,744.736842105263,8,"Autumn",1
1996.15384615385,273.076923076923,8,"Autumn",1
1570,676.666666666667,8,"Autumn",1
1879.16666666667,662.5,9,"Autumn",1
883.333333333333,683.333333333333,9,"Autumn",1
1522.41379310345,287.931034482759,9,"Autumn",1
1150,1255,9,"Autumn",1
1508.06451612903,337.096774193548,10,"Autumn",1
1967.24137931034,550,10,"Autumn",1
834.210526315789,786.842105263158,10,"Autumn",1
1128.26086956522,1245.65217391304,10,"Autumn",1
1666.66666666667,108.333333333333,11,"Autumn",1
1392.85714285714,407.142857142857,11,"Autumn",1
857.692307692308,711.538461538462,11,"Autumn",1
1650,750,11,"Autumn",1
2042.30769230769,550,11,"Autumn",1
1150,1255,11,"Autumn",1
1484.61538461538,334.615384615385,11,"Autumn",1
761.111111111111,822.222222222222,11,"Autumn",1
1958,558,11,"Autumn",1
1165.78947368421,1228.94736842105,11,"Autumn",1
1780,446.25,12,"Autumn",1
914.0625,1023.4375,12,"Autumn",1
931.481481481482,1022.22222222222,13,"Autumn",1
1752.81690140845,435.915492957746,13,"Autumn",1
969.148936170213,1028.72340425532,14,"Autumn",1
1731.25,443.75,14,"Autumn",1
1757.14285714286,742.857142857143,15,"Autumn",1
1828.57142857143,228.571428571429,15,"Autumn",1
685.294117647059,1020.58823529412,15,"Autumn",1
2123.33333333333,490,15,"Autumn",1
1087.5,1412.5,15,"Autumn",1
1411.11111111111,338.888888888889,15,"Autumn",1
1222.72727272727,1095.45454545455,15,"Autumn",1
840,650,15,"Autumn",1
2463.33333333333,203.333333333333,1,"Autumn",1
2126.47058823529,879.411764705882,1,"Autumn",1
1828.57142857143,178.571428571429,1,"Autumn",1
2136.66666666667,303.333333333333,1,"Autumn",1
2465.78947368421,618.421052631579,1,"Autumn",1
1876.66666666667,616.666666666667,1,"Autumn",1
2415.21739130435,263.04347826087,1,"Autumn",1
1900,222.222222222222,1,"Autumn",1
2416.66666666667,733.333333333333,1,"Autumn",1
1980,795,1,"Autumn",1
1935,225,2,"Autumn",1
2427.77777777778,733.333333333333,2,"Autumn",1
1983.33333333333,822.222222222222,2,"Autumn",1
2460.52631578947,234.210526315789,2,"Autumn",1
2171.62162162162,241.891891891892,3,"Autumn",1
2202.77777777778,769.444444444444,3,"Autumn",1
2182.5,237.5,3,"Autumn",1
2193.24324324324,768.918918918919,3,"Autumn",1
2380,110,4,"Autumn",1
2600,450,4,"Autumn",1
2016.66666666667,438.888888888889,4,"Autumn",1
1992.85714285714,878.571428571429,4,"Autumn",1
